t # 0
v 0 1
v 1 2
v 2 3
v 3 4
v 4 5
v 5 6
v 6 7
v 7 8
v 8 9
v 9 10
v 10 11
v 11 12
v 12 13
v 13 14
v 14 15
v 15 16
v 16 17
v 17 18
v 18 19
v 19 20
v 20 21
v 21 22
v 22 23
v 23 24
v 24 25
v 25 26
v 26 27
v 27 28
v 28 29
v 29 30
v 30 31
v 31 32
v 32 33
v 33 34
v 34 35
v 35 36
v 36 37
v 37 38
v 38 39
v 39 40
v 40 41
v 41 42
v 42 43
v 43 44
v 44 45
v 45 46
v 46 47
v 47 48
v 48 49
v 49 50
v 50 51
v 51 52
v 52 53
v 53 54
v 54 55
v 55 56
v 56 57
v 57 58
v 58 59
v 59 60
v 60 61
v 61 62
v 62 63
v 63 64
v 64 65
v 65 66
v 66 67
v 67 68
v 68 69
v 69 70
e 32 11 393
e 24 34 394
e 34 0 395
e 34 2 396
e 24 0 397
e 0 35 398
e 35 12 399
e 0 36 400
e 24 40 163
e 37 25 401
e 24 41 402
e 24 37 403
e 40 41 404
e 37 39 405
e 37 0 406
e 5 0 407
e 40 37 408
e 41 13 409
e 41 43 410
e 25 3 411
e 43 42 412
e 43 5 413
e 43 0 414
e 37 38 415
e 24 45 94
e 45 46 416
e 45 44 417
e 48 15 418
e 15 0 419
e 48 47 420
e 48 16 421
e 45 48 422
e 45 3 423
e 45 0 424
e 45 14 425
e 24 50 426
e 50 18 427
e 27 0 428
e 50 17 429
e 50 0 430
e 27 17 431
e 50 51 432
e 50 27 433
e 51 3 434
e 50 49 435
e 51 19 436
e 24 44 232
e 24 52 437
e 24 54 438
e 44 52 439
e 54 55 440
e 44 54 441
e 52 7 442
e 54 0 443
e 52 20 444
e 53 0 445
e 52 53 446
e 24 56 322
e 56 57 447
e 56 9 448
e 58 19 449
e 58 9 450
e 57 58 451
e 19 21 452
e 0 44 453
t # 4
v 0 256
v 1 257
v 2 258
v 3 259
v 4 260
v 5 261
v 6 2
v 7 262
v 8 263
v 9 264
v 10 89
v 11 265
v 12 266
v 13 267
v 14 59
v 15 268
v 16 77
v 17 269
v 18 270
v 19 271
v 20 272
v 21 126
v 22 273
v 23 108
v 24 274
v 25 275
v 26 276
v 27 277
v 28 222
v 29 82
v 30 54
v 31 93
v 32 278
v 33 279
v 34 280
v 35 281
v 36 282
v 37 283
v 38 19
v 39 284
v 40 129
v 41 42
v 42 49
v 43 67
v 44 285
v 45 286
v 46 287
v 47 148
v 48 168
v 49 288
v 50 289
v 51 290
v 52 33
v 53 291
v 54 143
v 55 292
v 56 293
v 57 294
v 58 295
v 59 296
v 60 297
v 61 298
v 62 299
v 63 300
v 64 301
v 65 302
v 66 303
v 67 151
v 68 304
v 69 305
v 70 239
v 71 306
v 72 307
v 73 208
v 74 248
v 75 308
v 76 309
e 38 35 454
e 5 4 455
e 35 0 456
e 5 0 457
e 2 1 458
e 35 2 459
e 36 37 460
e 37 5 461
e 36 1 462
e 36 1 463
e 38 5 464
e 5 39 465
e 39 6 466
e 5 1 467
e 38 41 48
e 12 0 468
e 42 43 318
e 43 2 469
e 43 0 470
e 38 42 66
e 45 1 471
e 42 12 472
e 43 44 473
e 41 42 319
e 40 1 474
e 41 40 139
e 38 40 140
e 40 11 475
e 43 45 476
e 2 1 477
e 44 43 478
e 38 17 479
e 17 48 480
e 17 1 481
e 47 46 482
e 17 47 483
e 47 48 484
e 13 1 485
e 17 49 486
e 17 46 487
e 17 14 488
e 48 13 489
e 46 1 490
e 38 51 491
e 51 50 492
e 51 15 493
e 51 1 494
e 15 1 495
e 5 16 496
e 53 17 497
e 5 53 498
e 5 52 499
e 16 1 500
e 38 54 188
e 54 1 501
e 18 0 502
e 54 18 503
e 54 19 504
e 5 56 505
e 22 10 506
e 51 55 507
e 5 41 508
e 51 20 509
e 25 24 510
e 41 56 511
e 21 7 512
e 56 21 513
e 51 5 514
e 51 1 515
e 41 57 516
e 57 25 517
e 5 57 518
e 57 50 519
e 38 59 520
e 51 60 521
e 41 59 522
e 51 5 523
e 41 51 524
e 59 26 525
e 59 58 526
e 51 16 527
e 51 52 528
e 26 20 529
e 38 61 530
e 61 27 531
e 61 0 532
e 29 1 533
e 64 63 534
e 61 28 535
e 62 1 536
e 61 62 537
e 62 63 538
e 62 64 539
e 38 65 540
e 43 29 541
e 65 30 542
e 32 7 543
e 43 30 544
e 65 43 545
e 43 66 546
e 65 31 547
e 43 30 548
e 65 43 549
e 31 30 550
e 66 32 551
e 38 68 552
e 68 67 553
e 70 71 554
e 68 69 555
e 68 50 556
e 21 8 557
e 70 1 558
e 68 3 559
e 71 72 560
e 69 21 561
e 21 9 562
e 68 3 563
e 71 33 564
e 69 70 565
e 71 73 566
e 38 76 567
e 41 1 568
e 38 39 569
e 41 39 570
e 41 76 571
e 76 23 572
e 76 1 573
e 41 50 574
e 39 75 575
e 39 1 576
e 76 50 577
e 39 50 578
e 39 34 579
e 39 23 580
e 34 10 581
e 23 74 582
t # 5
v 0 174
v 1 310
v 2 311
v 3 312
v 4 313
v 5 103
v 6 314
v 7 112
v 8 48
v 9 315
v 10 61
v 11 316
v 12 207
v 13 317
v 14 240
v 15 222
v 16 318
v 17 182
v 18 319
v 19 183
v 20 320
v 21 67
v 22 321
v 23 322
v 24 323
v 25 324
v 26 19
v 27 325
v 28 326
v 29 327
v 30 49
v 31 328
v 32 329
v 33 172
v 34 330
v 35 331
v 36 129
v 37 276
v 38 332
v 39 151
v 40 333
v 41 334
v 42 335
v 43 336
v 44 337
e 26 23 583
e 25 24 584
e 6 5 585
e 23 25 586
e 25 6 587
e 23 0 588
e 2 1 589
e 22 2 590
e 23 2 591
e 22 0 592
e 26 27 593
e 27 8 594
e 8 4 595
e 8 7 596
e 27 11 597
e 10 9 598
e 27 10 599
e 8 10 600
e 26 30 66
e 30 0 312
e 30 21 318
e 21 1 601
e 21 29 602
e 21 28 603
e 1 4 604
e 31 0 605
e 31 0 606
e 26 31 607
e 21 12 608
e 12 32 609
e 32 0 610
e 12 0 611
e 31 21 612
e 26 35 613
e 35 0 614
e 35 34 615
e 34 33 616
e 26 36 140
e 36 0 617
e 36 38 618
e 38 37 619
e 26 40 620
e 40 4 621
e 40 39 622
e 40 1 623
e 26 21 94
e 21 13 624
e 13 0 625
e 21 14 626
e 21 13 627
e 21 0 287
e 43 16 628
e 26 42 629
e 44 20 630
e 44 19 631
e 18 5 632
e 42 43 633
e 42 41 634
e 42 5 635
e 43 18 636
e 17 44 637
e 21 3 638
t # 6
v 0 338
v 1 339
v 2 17
v 3 340
v 4 217
v 5 341
v 6 89
v 7 108
v 8 342
v 9 343
v 10 344
v 11 345
v 12 195
v 13 346
v 14 104
v 15 347
v 16 131
v 17 348
v 18 317
v 19 67
v 20 271
v 21 222
v 22 349
v 23 105
v 24 350
v 25 79
v 26 351
v 27 42
v 28 215
v 29 204
v 30 352
v 31 353
v 32 312
v 33 354
v 34 150
v 35 355
v 36 356
v 37 357
v 38 358
v 39 359
v 40 360
v 41 66
v 42 1
v 43 361
v 44 362
v 45 121
v 46 23
v 47 91
v 48 363
v 49 364
v 50 365
v 51 366
v 52 22
v 53 218
v 54 367
v 55 368
v 56 369
v 57 370
v 58 371
v 59 372
v 60 373
v 61 230
v 62 19
v 63 374
v 64 375
v 65 289
v 66 376
v 67 377
v 68 210
v 69 378
v 70 151
v 71 127
v 72 300
v 73 206
v 74 49
v 75 379
v 76 149
v 77 380
v 78 128
v 79 285
v 80 381
v 81 248
v 82 382
v 83 383
v 84 384
v 85 385
v 86 87
v 87 386
v 88 387
v 89 203
v 90 388
v 91 389
v 92 33
v 93 390
v 94 391
v 95 296
v 96 254
v 97 392
v 98 393
v 99 286
v 100 394
v 101 101
v 102 395
v 103 396
v 104 397
v 105 59
v 106 398
v 107 399
v 108 400
v 109 401
v 110 402
v 111 403
v 112 404
v 113 207
v 114 405
v 115 406
v 116 407
v 117 280
v 118 408
v 119 409
v 120 235
v 121 410
v 122 411
v 123 412
v 124 413
v 125 143
v 126 414
v 127 415
v 128 416
v 129 417
v 130 216
v 131 231
v 132 418
v 133 419
v 134 190
v 135 420
v 136 421
v 137 422
v 138 423
v 139 424
v 140 425
v 141 426
v 142 427
v 143 428
v 144 429
v 145 430
v 146 431
v 147 432
v 148 433
v 149 434
v 150 435
v 151 436
v 152 437
v 153 438
v 154 311
v 155 336
v 156 439
v 157 440
v 158 441
e 62 61 364
e 2 1 639
e 7 6 640
e 61 3 641
e 34 5 642
e 34 3 643
e 34 7 644
e 34 0 645
e 4 0 646
e 61 0 647
e 34 2 648
e 61 34 649
e 3 4 650
e 3 1 651
e 62 63 652
e 63 64 653
e 63 34 654
e 34 9 655
e 63 0 656
e 63 8 657
e 9 10 658
e 62 66 659
e 66 65 660
e 66 11 661
e 67 15 662
e 66 0 663
e 67 13 664
e 67 27 665
e 15 14 666
e 27 15 667
e 27 13 668
e 11 12 669
e 12 67 670
e 66 67 671
e 62 19 94
e 19 16 672
e 19 69 673
e 16 0 674
e 18 17 675
e 69 18 676
e 69 68 677
e 17 18 678
e 62 74 66
e 74 71 679
e 74 70 680
e 74 0 681
e 71 72 682
e 70 18 683
e 71 0 684
e 68 73 685
e 72 0 686
e 72 68 687
e 70 71 688
e 74 18 689
e 19 75 690
e 19 76 691
e 78 80 692
e 19 78 693
e 27 76 694
e 80 20 695
e 80 0 696
e 76 77 697
e 19 27 297
e 27 78 698
e 78 79 699
e 62 27 48
e 27 19 95
e 19 21 700
e 19 22 701
e 19 21 702
e 21 0 703
e 27 84 704
e 19 23 705
e 83 84 706
e 27 80 707
e 83 27 708
e 19 83 709
e 19 81 710
e 83 0 711
e 83 80 712
e 80 24 713
e 84 82 714
e 62 0 715
e 0 85 716
e 85 25 717
e 85 73 718
e 62 86 719
e 86 4 720
e 86 0 721
e 34 27 722
e 4 0 723
e 4 34 724
e 27 26 725
e 34 6 726
e 86 28 727
e 19 29 728
e 27 31 729
e 27 33 730
e 33 32 731
e 31 30 732
e 19 2 733
e 29 34 734
e 19 87 735
e 19 35 736
e 87 88 737
e 88 34 738
e 89 90 739
e 91 34 740
e 19 89 741
e 91 30 742
e 89 37 743
e 89 91 744
e 34 36 745
e 39 38 746
e 93 27 747
e 62 93 748
e 95 42 749
e 95 30 750
e 93 92 751
e 93 39 752
e 94 41 753
e 93 94 754
e 39 40 755
e 93 35 756
e 94 37 757
e 93 95 758
e 19 43 759
e 96 44 760
e 19 96 761
e 34 30 762
e 62 34 763
e 34 46 764
e 34 47 765
e 12 48 766
e 34 27 346
e 97 50 767
e 27 12 768
e 62 98 769
e 100 51 770
e 67 53 771
e 98 100 772
e 67 12 773
e 101 55 774
e 98 99 775
e 55 13 776
e 98 67 777
e 67 101 778
e 55 54 779
e 98 30 780
e 100 67 781
e 34 56 782
e 34 57 783
e 58 2 784
e 37 59 785
e 58 59 786
e 34 58 787
e 108 107 788
e 60 2 789
e 105 104 790
e 106 108 791
e 110 109 792
e 113 112 793
e 113 60 794
e 105 102 795
e 111 110 796
e 113 29 797
e 104 103 798
e 105 103 799
e 105 106 800
e 60 110 801
e 106 113 802
e 108 115 803
e 34 27 804
e 116 33 805
e 34 114 806
e 34 108 807
e 116 2 808
e 122 121 809
e 19 28 810
e 28 118 811
e 28 117 812
e 120 68 813
e 122 2 814
e 89 120 815
e 28 114 816
e 89 122 817
e 120 122 818
e 28 119 819
e 28 89 820
e 62 125 188
e 124 123 821
e 133 132 822
e 125 124 823
e 131 133 824
e 128 130 825
e 126 128 826
e 128 127 827
e 131 32 828
e 125 126 829
e 125 37 830
e 133 49 831
e 130 129 832
e 130 102 833
e 108 134 834
e 136 135 835
e 34 49 836
e 34 102 837
e 37 2 838
e 62 137 839
e 137 28 840
e 95 140 841
e 113 42 842
e 137 32 843
e 95 113 844
e 138 108 845
e 27 95 846
e 138 114 847
e 137 27 848
e 28 138 849
e 27 30 850
e 27 2 851
e 27 139 852
e 95 2 853
e 62 141 854
e 141 28 855
e 144 36 856
e 141 14 857
e 146 145 858
e 28 4 859
e 131 148 860
e 146 2 861
e 28 14 862
e 143 144 863
e 148 147 864
e 144 21 865
e 131 27 866
e 131 146 867
e 27 148 868
e 141 143 869
e 143 131 870
e 148 49 871
e 27 146 872
e 28 102 873
e 102 142 874
e 62 153 875
e 158 49 876
e 158 28 877
e 150 149 878
e 153 154 879
e 151 125 880
e 153 150 881
e 157 156 882
e 150 152 883
e 153 158 884
e 108 125 885
e 155 157 886
e 153 102 887
e 154 155 888
e 108 151 889
e 153 2 890
e 151 108 891
e 102 2 892
e 152 108 893
e 155 158 894
t # 7
v 0 96
v 1 222
v 2 442
v 3 443
v 4 53
v 5 444
v 6 445
v 7 446
v 8 340
v 9 447
v 10 131
v 11 448
v 12 449
v 13 35
v 14 105
v 15 182
v 16 450
v 17 451
v 18 67
v 19 452
v 20 77
v 21 453
v 22 454
v 23 455
v 24 456
v 25 129
v 26 1
v 27 400
v 28 457
v 29 458
v 30 459
v 31 460
v 32 461
v 33 462
v 34 176
v 35 463
v 36 464
v 37 89
v 38 150
v 39 183
v 40 47
v 41 365
v 42 80
v 43 311
v 44 465
v 45 389
v 46 10
v 47 216
v 48 366
v 49 44
v 50 218
v 51 466
v 52 467
v 53 468
v 54 469
v 55 470
v 56 471
v 57 382
v 58 238
v 59 19
v 60 248
v 61 331
v 62 472
v 63 473
v 64 474
v 65 475
v 66 476
v 67 202
v 68 477
v 69 42
v 70 478
v 71 128
v 72 143
v 73 479
v 74 480
v 75 481
v 76 124
v 77 482
v 78 483
v 79 130
v 80 484
v 81 485
v 82 486
v 83 487
v 84 325
v 85 488
v 86 489
v 87 490
v 88 491
v 89 205
v 90 492
v 91 493
v 92 151
v 93 494
v 94 239
v 95 495
v 96 496
v 97 210
v 98 349
v 99 497
v 100 498
v 101 499
v 102 500
v 103 501
v 104 206
v 105 502
v 106 503
v 107 504
v 108 505
v 109 307
v 110 506
v 111 507
v 112 508
v 113 509
v 114 510
v 115 33
v 116 511
v 117 512
v 118 147
v 119 513
v 120 240
v 121 122
v 122 514
v 123 380
v 124 515
v 125 158
v 126 516
v 127 254
v 128 517
v 129 518
v 130 519
v 131 426
v 132 520
v 133 521
v 134 522
v 135 523
v 136 304
v 137 198
v 138 524
v 139 525
v 140 526
v 141 28
v 142 527
v 143 381
v 144 528
v 145 529
v 146 530
v 147 386
v 148 531
v 149 388
v 150 142
v 151 532
v 152 27
v 153 148
v 154 533
v 155 127
v 156 534
v 157 535
v 158 297
v 159 536
v 160 537
v 161 538
v 162 539
v 163 230
v 164 328
v 165 540
v 166 541
v 167 79
v 168 542
v 169 15
v 170 543
v 171 544
v 172 545
v 173 546
v 174 547
v 175 548
v 176 549
v 177 550
e 59 2 895
e 2 1 896
e 2 0 897
e 2 0 898
e 61 2 899
e 59 61 613
e 61 60 900
e 25 7 901
e 61 62 902
e 62 63 903
e 25 64 904
e 25 6 905
e 63 6 906
e 63 25 907
e 62 25 908
e 7 57 909
e 59 72 188
e 59 69 48
e 59 71 910
e 69 72 911
e 59 68 912
e 73 4 913
e 73 74 914
e 71 0 915
e 68 0 916
e 66 65 917
e 72 76 918
e 68 8 919
e 69 71 920
e 73 3 921
e 71 70 922
e 72 0 923
e 68 67 924
e 76 10 925
e 71 0 926
e 69 68 927
e 72 9 928
e 76 75 929
e 72 73 930
e 69 76 931
e 67 66 932
e 69 0 933
e 59 82 934
e 79 80 935
e 82 83 936
e 82 0 937
e 82 10 938
e 83 84 939
e 11 0 940
e 10 78 941
e 10 79 942
e 84 85 943
e 78 77 944
e 84 11 945
e 82 81 946
e 72 87 947
e 72 69 948
e 72 88 949
e 86 13 950
e 88 90 951
e 72 86 952
e 13 0 953
e 59 91 954
e 17 16 955
e 91 15 956
e 91 0 957
e 91 58 958
e 15 5 959
e 15 14 960
e 15 0 961
e 15 5 962
e 15 17 963
e 94 95 964
e 94 0 965
e 95 0 966
e 95 96 967
e 95 60 968
e 95 47 969
e 94 0 970
e 93 94 971
e 59 93 972
e 93 92 973
e 44 103 974
e 102 44 975
e 20 3 976
e 18 99 977
e 100 50 978
e 59 102 979
e 44 20 980
e 99 18 981
e 99 98 982
e 100 8 983
e 101 19 984
e 18 100 985
e 18 97 986
e 102 18 987
e 102 97 988
e 18 101 989
e 44 20 990
e 59 25 140
e 105 104 991
e 18 105 992
e 25 21 993
e 25 18 994
e 18 107 995
e 18 22 996
e 18 106 997
e 59 18 94
e 23 0 998
e 18 22 999
e 18 22 1000
e 108 109 1001
e 22 0 1002
e 108 0 1003
e 108 23 1004
e 22 108 1005
e 23 0 1006
e 22 0 1007
e 59 110 1008
e 110 92 1009
e 110 111 1010
e 84 112 1011
e 112 0 1012
e 110 84 1013
e 110 24 1014
e 84 0 1015
e 111 84 1016
e 111 24 1017
e 59 111 1018
e 25 0 1019
e 59 113 1020
e 113 0 1021
e 113 26 1022
e 18 25 1023
e 0 57 1024
e 18 0 1025
e 18 0 1026
e 116 117 1027
e 18 116 1028
e 117 10 1029
e 18 115 1030
e 18 114 1031
e 59 118 214
e 28 27 1032
e 118 27 1033
e 118 28 1034
e 118 119 1035
e 72 29 1036
e 72 120 1037
e 72 121 1038
e 72 0 1039
e 72 0 1040
e 59 124 1041
e 124 30 1042
e 124 122 1043
e 31 0 1044
e 124 31 1045
e 122 12 1046
e 122 123 1047
e 59 125 1048
e 125 0 1049
e 125 127 1050
e 127 32 1051
e 125 32 1052
e 127 126 1053
e 59 129 1054
e 129 0 1055
e 129 18 1056
e 129 12 1057
e 25 33 1058
e 18 128 1059
e 128 25 1060
e 76 34 1061
e 18 35 1062
e 18 76 1063
e 76 0 1064
e 18 92 417
e 34 0 1065
e 18 130 1066
e 35 131 1067
e 35 130 1068
e 59 132 1069
e 133 0 1070
e 132 133 1071
e 38 0 1072
e 133 75 1073
e 133 38 1074
e 36 0 1075
e 132 36 1076
