t # 0
v 0 1
v 1 2
v 2 3
v 3 4
v 4 5
v 5 6
v 6 7
v 7 8
v 8 9
v 9 10
v 10 11
v 11 12
v 12 13
v 13 14
v 14 15
v 15 16
v 16 17
v 17 18
v 18 19
v 19 20
v 20 21
v 21 22
v 22 23
v 23 24
v 24 25
v 25 26
v 26 27
v 27 28
v 28 29
v 29 30
v 30 31
v 31 32
v 32 33
v 33 34
v 34 35
v 35 36
v 36 37
v 37 38
v 38 39
v 39 40
v 40 41
v 41 42
v 42 43
v 43 44
v 44 45
v 45 46
v 46 47
v 47 48
v 48 49
v 49 50
v 50 51
v 51 52
v 52 53
v 53 54
v 54 55
v 55 56
v 56 57
v 57 58
v 58 59
v 59 60
v 60 61
v 61 62
v 62 63
v 63 64
v 64 65
v 65 66
v 66 67
v 67 68
v 68 69
v 69 70
v 70 71
v 71 72
v 72 73
v 9 212
v 10 155
v 11 213
v 12 214
v 13 215
v 14 102
v 15 216
v 16 217
v 17 218
v 18 219
v 19 220
v 20 221
v 21 222
v 22 223
v 23 224
v 24 225
v 25 226
v 26 227
v 27 228
v 28 229
v 29 230
v 30 231
v 31 232
v 32 233
v 33 89
v 34 234
v 35 235
v 36 236
v 37 53
v 38 237
v 39 238
v 40 81
v 41 239
v 42 240
v 43 241
v 44 242
v 45 243
v 46 244
v 47 245
v 48 246
v 49 247
v 50 248
v 51 249
v 52 250
v 53 251
v 54 252
v 55 38
v 56 253
v 57 254
v 58 255
v 59 256
v 60 257
v 61 258
v 62 70
v 63 46
v 64 47
v 65 259
v 66 260
v 67 139
v 68 126
v 69 261
v 70 262
v 71 263
v 72 264
v 73 17
v 74 265
v 75 111
v 76 73
v 77 51
v 78 44
v 79 266
v 80 267
v 81 268
v 82 269
v 83 270
v 84 271
v 85 118
v 86 272
v 87 273
v 88 274
v 89 133
v 90 275
v 91 276
v 92 277
v 93 278
v 94 279
v 95 280
v 96 281
v 97 282
v 98 283
v 99 284
v 100 117
v 101 285
v 102 286
v 103 131
v 104 287
v 105 288
v 106 289
v 107 290
v 108 69
v 109 291
v 110 292
v 111 293
v 112 189
v 113 294
v 114 295
v 115 296
e 58 0 359
e 63 58 360
e 58 2 361
e 58 3 362
e 62 8 363
e 62 0 364
e 58 5 365
e 2 1 366
e 3 4 367
e 59 6 368
e 61 60 369
e 3 2 370
e 3 5 371
e 2 1 372
e 3 1 373
e 63 65 374
e 65 64 375
e 65 0 376
e 66 59 377
e 65 9 378
e 65 66 379
e 66 11 380
e 66 6 381
e 9 10 382
e 66 4 383
e 63 68 384
e 68 69 385
e 69 71 386
e 68 14 387
e 68 67 388
e 67 3 389
e 72 8 390
e 69 6 391
e 68 13 392
e 67 12 393
e 69 70 394
e 69 72 395
e 68 72 396
e 63 73 397
e 73 76 398
e 73 8 399
e 76 17 400
e 73 74 401
e 73 15 402
e 64 76 403
e 73 64 404
e 64 75 405
e 73 75 406
e 75 16 407
e 63 78 2
e 63 62 91
e 78 62 408
e 63 80 409
e 80 79 410
e 77 20 411
e 80 21 412
e 80 22 413
e 62 18 414
e 78 80 415
e 77 19 416
e 22 21 417
e 62 77 418
e 20 3 419
e 73 78 420
e 73 23 421
e 73 81 422
e 83 82 423
e 73 83 424
e 63 84 425
e 84 18 426
e 86 24 427
e 88 9 428
e 84 7 429
e 84 86 430
e 18 7 431
e 86 87 432
e 86 24 433
e 86 85 434
e 87 88 435
e 63 64 211
e 89 25 436
e 64 89 437
e 64 84 438
e 63 89 342
e 89 7 439
e 84 92 440
e 84 90 441
e 84 13 442
e 91 26 443
e 84 91 444
e 28 13 445
e 91 90 446
e 94 30 447
e 94 29 448
e 63 94 449
e 64 29 450
e 64 30 451
e 94 93 452
e 94 95 453
e 94 64 454
e 94 31 455
e 94 32 456
e 63 97 457
e 63 100 192
e 64 97 458
e 97 33 459
e 97 34 460
e 100 37 461
e 64 100 311
e 97 96 462
e 97 98 463
e 97 35 464
e 100 102 465
e 100 6 466
e 100 62 467
e 62 99 468
e 62 33 469
e 100 101 470
e 99 36 471
e 63 103 472
e 78 106 473
e 78 103 474
e 106 7 475
e 63 106 476
e 107 39 477
e 105 38 478
e 103 8 479
e 106 107 480
e 103 105 481
e 103 104 482
e 104 8 483
e 103 8 484
e 107 40 485
e 103 8 486
e 100 0 487
e 100 22 488
e 100 108 489
e 22 41 490
e 112 113 491
e 113 42 492
e 100 111 493
e 100 112 279
e 100 109 494
e 109 110 495
e 63 26 496
e 115 114 497
e 115 43 498
e 26 44 499
e 26 115 500
e 26 41 501
e 63 47 502
e 63 8 503
e 63 46 504
e 63 19 505
e 63 45 506
e 63 30 507
e 63 29 508
e 63 27 509
e 63 36 510
e 63 55 511
e 63 52 512
e 63 54 513
e 63 48 514
e 63 50 515
e 63 53 516
e 63 57 517
e 63 49 518
e 63 51 519
t # 4
v 0 297
v 1 298
v 2 299
v 3 300
v 4 161
v 5 173
v 6 301
v 7 36
v 8 302
v 9 89
v 10 151
v 11 303
v 12 304
v 13 305
v 14 306
v 15 307
v 16 308
v 17 309
v 18 44
v 19 310
v 20 311
v 21 312
v 22 313
v 23 314
v 24 142
v 25 17
v 26 315
v 27 52
v 28 46
v 29 316
v 30 76
v 31 317
v 32 318
v 33 53
v 34 319
v 35 320
v 36 321
v 37 120
v 38 322
v 39 323
v 40 324
v 41 48
v 42 325
v 43 326
v 44 47
v 45 327
v 46 328
v 47 202
v 48 289
v 49 61
v 50 329
v 51 330
v 52 331
v 53 332
v 54 333
v 55 334
v 56 70
v 57 335
v 58 71
v 59 336
v 60 337
v 61 338
v 62 339
v 63 340
v 64 341
v 65 342
v 66 117
v 67 123
v 68 343
v 69 344
v 70 345
v 71 39
v 72 346
v 73 347
v 74 348
v 75 349
v 76 58
v 77 74
v 78 350
v 79 351
v 80 352
v 81 353
v 82 354
v 83 355
v 84 356
v 85 278
v 86 129
v 87 357
v 88 93
v 89 358
v 90 359
v 91 360
v 92 361
v 93 362
v 94 363
v 95 364
v 96 2
v 97 155
v 98 365
e 28 25 397
e 2 0 520
e 2 1 521
e 25 2 522
e 25 0 523
e 27 1 524
e 26 0 525
e 26 3 526
e 26 25 527
e 3 27 528
e 2 26 529
e 28 0 530
e 29 32 531
e 32 31 532
e 0 4 533
e 0 29 534
e 30 1 535
e 31 30 536
e 32 30 537
e 28 37 154
e 37 34 538
e 34 35 539
e 7 0 540
e 34 0 541
e 35 5 542
e 37 0 543
e 5 0 544
e 0 5 545
e 34 33 546
e 35 36 547
e 0 38 548
e 0 39 549
e 39 27 550
e 27 1 551
e 27 40 552
e 28 41 553
e 45 46 554
e 42 0 555
e 41 0 556
e 44 9 557
e 0 9 558
e 41 0 559
e 0 42 560
e 44 45 561
e 0 44 562
e 0 43 563
e 0 45 564
e 28 48 476
e 48 27 565
e 48 47 566
e 48 6 567
e 27 0 568
e 27 6 569
e 27 10 570
e 27 49 571
e 28 53 572
e 60 61 573
e 44 62 574
e 44 61 575
e 62 64 576
e 53 56 577
e 62 63 578
e 60 62 579
e 53 52 580
e 64 0 581
e 52 51 582
e 52 50 583
e 61 7 584
e 56 11 585
e 63 6 586
e 60 44 587
e 59 60 588
e 60 0 589
e 53 55 590
e 50 6 591
e 56 6 592
e 12 0 593
e 55 54 594
e 56 57 595
e 59 62 596
e 59 61 597
e 59 58 598
e 7 6 599
e 59 44 600
e 59 0 601
e 61 6 602
e 11 0 603
e 11 59 604
e 66 69 605
e 69 68 606
e 78 77 607
e 44 66 608
e 27 1 609
e 69 70 610
e 66 25 611
e 28 66 192
e 27 76 612
e 25 72 613
e 66 65 614
e 66 1 615
e 27 75 616
e 71 8 617
e 25 71 618
e 66 73 619
e 71 1 620
e 66 10 621
e 66 74 622
e 66 44 623
e 69 67 624
e 44 25 625
e 28 79 626
e 79 13 627
e 79 18 628
e 13 0 629
e 80 6 630
e 79 80 631
e 79 81 632
e 81 14 633
e 28 18 2
e 28 83 634
e 28 86 635
e 83 84 636
e 18 44 637
e 86 17 638
e 18 83 639
e 82 1 640
e 86 16 641
e 86 85 642
e 89 88 643
e 28 89 644
e 44 89 645
e 44 86 646
e 44 16 647
e 89 90 648
e 86 87 649
e 82 0 650
e 83 15 651
e 18 86 652
e 44 17 653
e 0 82 654
e 83 0 655
e 28 44 211
e 86 44 656
e 28 92 657
e 66 91 658
e 98 97 659
e 18 92 660
e 30 96 661
e 66 18 662
e 18 37 663
e 37 66 290
e 27 30 664
e 37 18 665
e 26 94 666
e 20 21 667
e 66 93 668
e 95 27 669
e 22 23 670
e 91 19 671
e 95 20 672
e 92 66 673
e 44 20 674
e 66 26 675
e 44 22 676
e 27 24 677
e 66 22 678
e 26 95 679
e 26 20 680
e 27 98 681
e 26 22 682
t # 5
v 0 78
v 1 210
v 2 366
v 3 367
v 4 208
v 5 368
v 6 369
v 7 370
v 8 371
v 9 211
v 10 268
v 11 169
v 12 234
v 13 372
v 14 373
v 15 374
v 16 375
v 17 376
v 18 280
v 19 377
v 20 378
v 21 379
v 22 9
v 23 380
v 24 381
v 25 382
v 26 383
v 27 107
v 28 94
v 29 384
v 30 212
v 31 105
v 32 385
v 33 386
v 34 387
v 35 388
v 36 296
v 37 389
v 38 390
v 39 391
v 40 392
v 41 129
v 42 393
v 43 394
v 44 104
v 45 395
v 46 396
v 47 397
v 48 295
v 49 398
v 50 399
v 51 400
v 52 151
v 53 401
v 54 402
v 55 403
v 56 62
v 57 404
v 58 405
v 59 406
v 60 407
v 61 408
v 62 409
v 63 410
v 64 221
v 65 411
v 66 201
v 67 412
v 68 35
v 69 38
v 70 247
v 71 204
v 72 250
v 73 254
v 74 413
v 75 246
v 76 251
v 77 414
v 78 415
v 79 285
v 80 416
v 81 417
v 82 418
v 83 224
v 84 419
v 85 47
v 86 293
v 87 420
v 88 421
v 89 422
v 90 423
v 91 46
v 92 52
v 93 126
v 94 424
v 95 425
v 96 426
v 97 427
v 98 277
v 99 428
v 100 429
v 101 22
v 102 269
v 103 430
v 104 122
v 105 431
v 106 432
v 107 161
v 108 433
v 109 434
v 110 17
v 111 117
v 112 310
v 113 265
v 114 435
v 115 436
v 116 437
v 117 438
v 118 439
v 119 53
v 120 102
v 121 229
v 122 44
v 123 440
v 124 275
v 125 441
v 126 442
v 127 443
v 128 444
v 129 445
v 130 446
v 131 447
v 132 448
v 133 449
v 134 450
v 135 118
v 136 70
v 137 451
v 138 452
v 139 453
v 140 358
v 141 188
v 142 454
v 143 455
v 144 456
v 145 457
v 146 458
v 147 459
v 148 200
v 149 460
v 150 257
v 151 461
v 152 48
v 153 462
v 154 261
v 155 463
v 156 464
v 157 465
v 158 466
v 159 467
v 160 468
v 161 469
v 162 470
v 163 471
v 164 472
v 165 473
v 166 474
v 167 475
v 168 476
v 169 477
v 170 272
v 171 478
v 172 479
v 173 480
v 174 481
v 175 482
v 176 483
e 78 2 683
e 89 90 684
e 83 82 685
e 78 0 686
e 80 83 687
e 91 78 688
e 88 89 689
e 78 4 690
e 2 1 691
e 80 1 692
e 70 1 693
e 88 86 694
e 91 80 695
e 78 3 696
e 85 88 697
e 83 81 698
e 80 0 699
e 80 85 700
e 2 3 701
e 88 87 702
e 85 83 703
e 83 84 704
e 91 93 384
e 7 6 705
e 93 96 706
e 93 6 707
e 93 94 708
e 93 7 709
e 96 9 710
e 92 7 711
e 96 10 712
e 93 92 713
e 9 95 714
e 93 8 715
e 91 98 716
e 98 5 717
e 98 0 718
e 88 13 719
e 99 12 720
e 98 97 721
e 98 99 722
e 99 11 723
e 88 101 724
e 99 88 725
e 12 100 726
e 103 10 727
e 93 103 728
e 93 102 729
e 10 0 730
e 14 4 731
e 93 1 732
e 104 15 733
e 93 104 734
e 103 14 735
e 91 99 736
e 99 105 737
e 108 107 738
e 99 17 739
e 99 18 740
e 99 106 741
e 99 18 742
e 108 20 743
e 20 19 744
e 18 17 745
e 108 11 746
e 17 18 747
e 106 6 748
e 106 108 749
e 99 18 750
e 91 85 211
e 91 109 751
e 85 109 752
e 109 21 753
e 21 17 754
e 109 17 755
e 110 23 756
e 114 115 757
e 112 114 758
e 114 110 759
e 114 11 760
e 112 113 761
e 111 112 762
e 111 17 763
e 111 110 611
e 21 22 764
e 91 111 192
e 112 17 765
e 85 111 311
e 91 116 766
e 116 24 767
e 116 1 768
e 116 25 769
e 25 26 770
e 91 117 771
e 91 122 2
e 122 117 772
e 117 118 773
e 117 26 774
e 118 28 775
e 117 27 776
e 91 125 777
e 30 25 778
e 117 0 779
e 118 29 780
e 121 120 781
e 122 125 782
e 125 30 783
e 125 124 784
e 120 119 785
e 117 123 786
e 125 25 787
e 91 128 788
e 128 17 789
e 128 126 790
e 32 27 791
e 128 31 792
e 33 27 793
e 128 114 794
e 126 127 795
e 126 6 796
e 129 130 797
e 114 32 798
e 129 33 799
e 91 41 635
e 91 134 800
e 85 41 646
e 41 17 801
e 85 134 802
e 134 136 803
e 136 64 804
e 134 17 805
e 131 133 806
e 131 25 807
e 132 133 808
e 64 137 809
e 64 36 810
e 41 34 811
e 132 25 812
e 137 138 813
e 85 17 814
e 134 135 815
e 64 35 816
e 41 135 817
e 91 56 64
e 91 140 644
e 91 106 818
e 106 1 819
e 56 106 820
e 142 143 821
e 56 140 822
e 142 1 823
e 141 142 824
e 141 40 825
e 141 41 826
e 106 37 827
e 140 141 828
e 141 85 829
e 140 38 830
e 85 40 831
e 85 41 832
e 140 39 833
e 106 94 834
e 106 139 835
e 91 144 836
e 144 42 837
e 144 43 838
e 145 45 839
e 146 147 840
e 147 46 841
e 144 145 842
e 146 41 843
e 146 17 844
e 144 146 845
e 46 17 846
e 43 44 847
e 50 48 848
e 148 149 849
e 149 49 850
e 152 50 851
e 122 111 223
e 91 148 323
e 122 148 852
e 49 48 853
e 150 151 854
e 47 3 855
e 148 47 856
e 111 22 857
e 48 19 858
e 151 152 859
e 152 48 860
e 154 156 861
e 91 154 862
e 154 1 863
e 91 153 864
e 154 48 865
e 153 48 866
e 85 154 867
e 85 48 868
e 85 153 869
e 154 157 870
e 64 11 871
e 153 136 872
e 153 2 873
e 156 155 874
e 64 51 875
e 154 136 876
e 64 25 877
e 85 136 878
e 153 25 879
e 2 52 880
e 153 64 881
e 136 25 882
e 21 53 883
e 56 114 884
e 91 114 885
e 111 21 886
e 56 111 887
e 160 54 888
e 111 159 889
e 114 53 890
e 114 137 891
e 122 159 892
e 114 160 893
e 111 21 894
e 114 6 895
e 111 122 896
e 160 55 897
e 122 21 898
e 159 158 899
e 122 21 900
e 111 56 901
e 111 56 902
e 162 161 903
e 163 58 904
e 163 162 905
e 111 163 906
e 163 57 907
e 57 1 908
e 91 165 909
e 122 165 910
e 165 1 911
e 165 164 912
e 165 166 913
e 122 167 914
e 91 167 915
e 167 61 916
e 165 79 917
e 85 9 918
e 167 62 919
e 167 59 920
e 60 9 921
e 167 60 922
e 59 60 923
e 85 59 924
e 173 9 925
e 122 85 637
e 171 9 926
e 65 9 927
e 91 173 928
e 85 64 929
e 173 172 930
e 169 168 931
e 173 174 932
e 111 169 933
e 85 173 934
e 91 171 935
e 173 48 936
e 85 63 937
e 85 171 938
e 171 172 939
e 111 64 940
e 171 65 941
e 111 63 942
e 48 66 943
e 111 9 944
e 170 22 945
e 85 172 946
e 111 170 947
e 170 1 948
e 170 67 949
e 68 0 950
e 111 68 951
e 111 0 952
e 170 1 953
e 68 1 954
e 67 1 955
e 91 69 511
e 91 9 503
e 91 41 956
e 91 53 957
e 91 73 517
e 91 71 958
e 91 72 512
e 59 175 959
e 91 25 960
e 91 6 961
e 91 76 516
e 91 75 514
e 91 17 962
e 91 48 963
e 91 11 964
e 91 74 965
e 17 176 966
e 91 77 967
t # 6
v 0 484
v 1 485
v 2 486
v 3 487
v 4 488
v 5 489
v 6 302
v 7 490
v 8 491
v 9 272
v 10 492
v 11 157
v 12 493
v 13 494
v 14 93
v 15 257
v 16 495
v 17 2
v 18 52
v 19 496
v 20 497
v 21 498
v 22 499
v 23 500
v 24 501
v 25 502
v 26 503
v 27 504
v 28 289
v 29 43
v 30 46
v 31 505
v 32 333
v 33 334
v 34 506
v 35 507
v 36 508
v 37 509
v 38 510
v 39 117
v 40 511
v 41 512
v 42 89
v 43 513
v 44 453
v 45 65
v 46 514
v 47 515
v 48 47
v 49 126
v 50 278
v 51 44
v 52 516
v 53 517
v 54 300
v 55 518
v 56 519
e 30 28 476
e 2 0 968
e 27 2 969
e 28 29 970
e 2 1 971
e 29 8 972
e 29 2 973
e 27 29 974
e 28 27 975
e 30 31 976
e 31 34 977
e 31 3 978
e 31 33 979
e 34 4 980
e 36 35 981
e 34 1 982
e 4 2 983
e 34 36 984
e 33 32 594
e 30 38 985
e 38 37 986
e 38 5 987
e 42 43 988
e 41 42 989
e 41 8 990
e 38 0 991
e 38 39 992
e 40 41 993
e 38 7 994
e 39 40 995
e 39 6 996
e 30 45 997
e 45 9 998
e 45 0 999
e 0 44 1000
e 30 18 41
e 18 10 1001
e 13 0 1002
e 18 48 1003
e 48 49 1004
e 18 0 1005
e 18 46 1006
e 48 46 1007
e 18 49 1008
e 49 13 1009
e 49 12 1010
e 46 47 1011
e 46 11 1012
e 18 50 1013
e 18 14 1014
e 14 18 1015
e 18 15 1016
e 18 51 1017
e 18 17 1018
e 18 52 1019
e 18 53 1020
e 18 39 1021
e 39 19 1022
e 54 22 1023
e 22 23 1024
e 48 22 1025
e 48 20 1026
e 20 21 1027
e 54 15 1028
e 54 48 1029
e 54 20 1030
e 39 19 1031
e 39 54 1032
e 19 17 1033
e 18 54 1034
e 30 55 1035
e 55 56 1036
e 56 26 1037
e 55 50 1038
e 48 24 1039
e 48 25 1040
e 56 25 1041
e 56 24 1042
t # 7
v 0 520
v 1 39
v 2 521
v 3 522
v 4 523
v 5 524
v 6 12
v 7 525
v 8 238
v 9 491
v 10 526
v 11 527
v 12 528
v 13 529
v 14 530
v 15 531
v 16 532
v 17 533
v 18 427
v 19 534
v 20 444
v 21 535
v 22 46
v 23 536
v 24 537
v 25 52
v 26 538
v 27 120
v 28 539
v 29 44
v 30 540
v 31 59
v 32 541
v 33 326
v 34 542
v 35 543
v 36 134
v 37 544
v 38 487
v 39 86
v 40 545
v 41 546
v 42 547
v 43 548
v 44 549
v 45 550
v 46 488
v 47 551
v 48 287
v 49 552
v 50 47
v 51 194
v 52 553
v 53 554
v 54 555
v 55 556
v 56 117
v 57 557
v 58 151
v 59 305
v 60 558
v 61 9
v 62 559
v 63 560
v 64 123
v 65 561
v 66 562
v 67 563
v 68 564
v 69 69
v 70 189
v 71 129
v 72 565
v 73 566
v 74 3
v 75 36
v 76 377
v 77 567
v 78 568
v 79 569
v 80 570
v 81 571
v 82 572
v 83 573
v 84 139
v 85 361
v 86 574
v 87 202
v 88 575
v 89 576
v 90 371
v 91 577
v 92 53
v 93 432
v 94 390
v 95 578
v 96 579
v 97 580
v 98 581
v 99 76
v 100 582
v 101 583
v 102 437
v 103 584
v 104 585
v 105 56
v 106 586
v 107 587
v 108 588
v 109 310
e 2 1 1043
e 5 3 1044
e 1 0 1045
e 5 4 1046
